Year,State,TOTAL_BALLOTS,VAP,NONCITIZEN_PCT,INELIGIBLE_PRISON,INELIGIBLE_PROBATION,INELIGIBLE_PAROLE,INELIGIBLE_FELONS_TOTAL,VEP,VEP_TURNOUT_RATE,VAP_TURNOUT_RATE
2002,Idaho,416533,970916,4.00%,"5,825","31,361","1,961","23,467","908,612",45.84%,42.90%
2002,Illinois,3651808,9302571,8.90%,"43,186",0,0,"43,186","8,431,456",43.31%,39.26%
2002,Indiana,1562037,4587747,2.60%,"22,576",0,0,"22,576","4,445,890",35.13%,34.05%
2002,Iowa,1040201,2214936,2.50%,"8,395","19,970","2,787","21,167","2,138,396",48.64%,46.96%
2002,Kansas,851966,2007407,4.10%,"9,009","15,217","3,990","20,608","1,904,495",44.73%,42.44%
2002,Kentucky,,3100972,1.70%,"16,377","24,480","5,968","34,585","3,013,670",,
2002,Louisiana,1267225,3312330,1.70%,"36,091","36,257","23,049","77,269","3,178,751",39.87%,38.26%
2002,Maine,,1001796,1.60%,0,0,0,0,"985,767",,
2002,Maryland,1721626,4082694,6.90%,"24,186","81,982","13,271","78,448","3,722,540",46.25%,42.17%
2002,Massachusetts,2220301,4919958,8.20%,"10,511",0,0,"10,511","4,506,010",49.27%,45.13%
2002,Michigan,3219864,7445335,3.40%,"49,524",0,0,"49,524","7,142,670",45.08%,43.25%
2002,Minnesota,,3745577,3.80%,"7,612","122,692","3,577","72,535","3,530,710",,
2002,Mississippi,,2099698,1.10%,"20,542","16,633","1,816","30,675","2,045,926",,
2002,Missouri,,4262146,1.90%,"30,649","54,584","13,533","71,474","4,109,691",,
2002,Montana,340272,690652,1.00%,"3,440",0,0,"3,440","680,305",50.02%,49.27%
2002,Nebraska,,1285024,3.80%,"4,103","16,468",574,"12,911","1,223,282",,
2002,Nevada,512433,1640679,12.70%,"10,527","12,290","3,971","20,643","1,411,670",36.30%,31.23%
2002,New Hampshire,453078,960401,3.00%,"2,483",0,0,"2,483","929,106",48.76%,47.18%
2002,New Jersey,2161105,6448445,11.50%,"28,213","134,290","12,576","107,934","5,598,940",38.60%,33.51%
2002,New Mexico,502230,1360130,7.00%,"6,173","16,287","1,962","16,279","1,248,642",40.22%,36.93%
2002,New York,4690968,14504792,12.60%,"65,914",0,"55,990","121,904","12,555,284",37.36%,32.34%
2002,North Carolina,,6314679,5.00%,"33,334","112,900","2,805","92,589","5,906,356",,
2002,North Dakota,237224,486797,1.20%,"1,168",0,0,"1,168","479,787",49.44%,48.73%
2002,Ohio,3356285,8556557,1.90%,"45,831",0,0,"45,831","8,348,151",40.20%,39.22%
2002,Oklahoma,,2610016,3.30%,"23,004","29,881","3,573","41,518","2,482,367",,
2002,Oregon,1293756,2674581,6.70%,"12,422",0,0,"12,422","2,482,962",52.11%,48.37%
2002,Pennsylvania,,9454338,2.60%,"40,545",0,0,"40,545","9,167,980",,
2002,Rhode Island,337027,819310,7.40%,"3,569","25,914",384,"16,910","741,771",45.44%,41.14%
2002,South Carolina,,3100548,2.60%,"24,247","41,574","3,491","48,525","2,971,409",,
2002,South Dakota,340407,564305,1.30%,"3,059",0,0,"3,059","553,910",61.46%,60.32%
2002,Tennessee,,4393757,2.50%,"25,409","42,712","7,949","54,714","4,229,199",,
2002,Texas,4552059,15718593,12.10%,"164,222","434,486","103,068","484,533","13,332,110",34.14%,28.96%
2002,Utah,568290,1601707,6.50%,"5,594",0,0,"5,594","1,492,002",38.09%,35.48%
2002,Vermont,232993,472402,2.10%,0,0,0,0,"462,482",50.38%,49.32%
2002,Virginia,1661915,5536511,6.00%,"34,733","40,359","4,530","59,443","5,144,877",32.30%,30.02%
2002,Washington,1808720,4553733,7.30%,"16,284","171,603",95,"102,181","4,119,129",43.91%,39.72%
2002,West Virginia,440156,1413580,0.60%,"4,703","6,430",999,"8,917","1,396,182",31.53%,31.14%
2002,Wisconsin,,4094028,2.60%,"22,366","54,614","11,088","60,761","3,926,822",,
2002,Wyoming,188028,376121,1.60%,"1,809","4,596",570,"4,677","365,426",51.45%,49.99%
2000,United States,107390107,210623408,7.70%,"1,377,013","2,339,388","536,039","3,082,746","194,259,660",55.28%,50.99%
2000,Alabama,,3334576,1.50%,"26,225","40,178","5,484","51,798","3,232,759",,
2000,Alaska,287825,440296,3.40%,"4,173","4,779",525,"7,088","418,238",68.82%,65.37%
2000,Arizona,1559520,3816498,10.30%,"26,510","59,810","3,474","59,889","3,363,510",46.37%,40.86%
2000,Arkansas,,2001774,2.30%,"11,915","28,409","8,659","34,779","1,920,954",,
2000,California,11142843,24867252,18.80%,"163,001",0,"117,647","280,648","19,911,561",55.96%,44.81%
2000,Colorado,,3246521,6.70%,"16,833",0,"5,500","22,333","3,006,671",,
2000,Connecticut,1474103,2575243,6.60%,"18,355","47,636","1,868","44,041","2,361,236",62.43%,57.24%
2000,Delaware,,594256,3.90%,"6,921","20,052",579,"17,526","553,554",,
2000,District of Columbia,,458301,10.20%,"7,456",0,0,"7,456","404,098",,
2000,Florida,6138765,12475387,10.40%,"71,319","296,139","5,982","225,371","10,952,576",56.05%,49.21%
2000,Georgia,2684951,6087332,5.90%,"44,232","321,407","21,556","226,492","5,501,687",48.80%,44.11%
2000,Hawaii,371113,923737,8.10%,"5,053",0,0,"5,053","843,861",43.98%,40.18%
2000,Idaho,516647,935443,3.80%,"5,535","35,103","1,409","24,496","875,400",59.02%,55.23%
2000,Illinois,4932192,9208908,8.70%,"45,281",0,0,"45,281","8,362,452",58.98%,53.56%
2000,Indiana,2246348,4527523,2.30%,"20,125",0,0,"20,125","4,403,265",51.02%,49.62%
2000,Iowa,,2199529,2.40%,"7,955","21,147","2,763","21,292","2,125,448",,
2000,Kansas,1092716,1983933,3.90%,"8,344",0,"3,829","12,173","1,894,387",57.68%,55.08%
2000,Kentucky,1568058,3059582,1.50%,"14,919","19,620","4,614","29,343","2,984,345",52.54%,51.25%
2000,Louisiana,1776133,3260060,1.60%,"35,207","35,854","22,860","75,994","3,131,905",56.71%,54.48%
2000,Maine,,979314,1.50%,0,0,0,0,"964,624",,
2000,Maryland,2036455,3972224,6.40%,"23,538","81,523","13,666","77,966","3,640,036",55.95%,51.27%
2000,Massachusetts,2736006,4870470,8.00%,0,0,0,0,"4,480,832",61.06%,56.18%
2000,Michigan,4279299,7370524,3.30%,"47,718",0,0,"47,718","7,079,579",60.45%,58.06%
2000,Minnesota,2458303,3662005,3.70%,"6,238","115,906","3,072","67,263","3,459,248",71.06%,67.13%
2000,Mississippi,,2076861,1.00%,"20,241","15,118","1,596","29,396","2,026,696",,
2000,Missouri,,4190073,1.80%,"27,382","53,299","12,563","66,595","4,048,057",,
2000,Montana,417916,676065,0.90%,"3,105",0,0,"3,105","666,875",62.67%,61.82%
2000,Nebraska,707223,1266496,3.40%,"3,895","21,483",476,"15,113","1,208,322",58.53%,55.84%
2000,Nevada,613360,1523209,11.80%,"10,063","12,189","4,056","20,214","1,323,256",46.35%,40.27%
2000,New Hampshire,578656,934176,2.70%,"2,257",0,0,"2,257","906,696",63.82%,61.94%
2000,New Jersey,3293378,6356954,11.00%,"29,784","130,610","11,709","106,798","5,550,891",59.33%,51.81%
2000,New Mexico,615607,1318129,6.40%,"5,342","10,461","1,670","12,243","1,221,526",50.40%,46.70%
2000,New York,6960215,14344348,12.70%,"70,198",0,"57,858","128,056","12,394,560",56.16%,48.52%
2000,North Carolina,3015964,6143214,4.60%,"31,532","105,949","3,352","87,859","5,772,767",52.24%,49.09%
2000,North Dakota,292249,482078,1.20%,"1,076",0,0,"1,076","475,217",61.50%,60.62%
2000,Ohio,4795989,8487355,1.80%,"45,833",0,0,"45,833","8,288,750",57.86%,56.51%
2000,Oklahoma,,2568304,2.90%,"23,181","30,969","1,825","40,491","2,453,332",,
2000,Oregon,1559215,2595354,6.40%,"10,580",0,0,"10,580","2,418,671",64.47%,60.08%
2000,Pennsylvania,,9375146,2.40%,"36,847",0,0,"36,847","9,113,295",,
2000,Rhode Island,412074,804417,6.90%,"3,286","20,922",331,"14,078","734,834",56.08%,51.23%
2000,South Carolina,1433533,3025380,2.20%,"21,778","44,632","4,378","48,472","2,910,350",49.26%,47.38%
2000,South Dakota,322159,554875,1.20%,"2,616",0,0,"2,616","545,601",59.05%,58.06%
2000,Tennessee,2100241,4316391,2.20%,"22,166","40,682","8,093","50,600","4,170,830",50.36%,48.66%
2000,Texas,6407637,15138468,11.40%,"166,719","441,848","111,719","499,362","12,913,321",49.62%,42.33%
2000,Utah,784582,1534950,6.10%,"5,632",0,0,"5,632","1,435,686",54.65%,51.11%
2000,Vermont,297146,463503,2.00%,0,0,0,0,"454,233",65.42%,64.11%
2000,Virginia,2789808,5389008,5.60%,"30,168","33,955","5,148","52,294","5,034,930",55.41%,51.77%
2000,Washington,2517028,4419907,6.90%,"14,915","154,466",160,"92,308","4,022,625",62.57%,56.95%
2000,West Virginia,,1405021,0.60%,"3,856","6,216","1,112","8,076","1,388,515",,
2000,Wisconsin,,4016401,2.40%,"20,612","53,242","9,923","57,156","3,862,851",,
2000,Wyoming,221685,366639,1.50%,"1,680","4,115",514,"4,252","356,887",62.12%,60.46%
1998,United States,74825832,205313182,7.30%,"1,285,469","2,236,975","515,924","2,919,881","190,342,439",39.31%,36.44%
1998,Alabama,,3293917,1.30%,"22,676","40,379","5,221","48,087","3,203,009",,
1998,Alaska,227156,429317,3.20%,"4,097","4,274",478,"6,712","408,867",55.56%,52.91%
1998,Arizona,1037550,3628841,9.40%,"25,311","51,329","3,742","54,718","3,233,012",32.09%,28.59%
1998,Arkansas,,1951741,1.90%,"10,638","28,698","6,979","31,966","1,882,692",,
1998,California,8617649,23980067,18.50%,"161,904",0,"108,424","270,328","19,273,427",44.71%,35.94%
1998,Colorado,,3085075,6.00%,"14,312",0,"5,204","19,516","2,880,455",,
1998,Connecticut,1022453,2544417,6.20%,"17,605","55,000","1,396","46,501","2,340,162",43.69%,40.18%
1998,Delaware,,576849,3.40%,"5,558","20,030",572,"16,145","541,091",,
1998,District of Columbia,137523,452668,9.80%,"9,829",0,0,"9,829","398,478",34.51%,30.38%
1998,Florida,4070262,12001902,10.00%,"67,224","283,965","6,487","215,694","10,586,018",38.45%,33.91%
1998,Georgia,1842145,5828114,5.20%,"39,262","278,669","20,482","199,079","5,325,973",34.59%,31.61%
1998,Hawaii,412520,910645,8.10%,"4,924",0,0,"4,924","831,959",49.58%,45.30%
1998,Idaho,386720,896422,3.50%,"4,083","31,172","1,309","20,978","844,069",45.82%,43.14%
1998,Illinois,3541379,9070725,8.20%,"43,051",0,0,"43,051","8,283,875",42.75%,39.04%
1998,Indiana,1618689,4457578,2.00%,"19,197",0,0,"19,197","4,349,229",37.22%,36.31%
1998,Iowa,973032,2176940,2.10%,"7,394","18,447","2,194","18,812","2,112,412",46.06%,44.70%
1998,Kansas,743288,1955236,3.50%,"8,183",0,"6,025","14,208","1,872,595",39.69%,38.02%
1998,Kentucky,1215053,2999287,1.30%,"14,987","17,594","4,508","28,292","2,932,004",41.44%,40.51%
1998,Louisiana,990243,3216121,1.60%,"32,228","33,028","18,759","67,501","3,097,162",31.97%,30.79%
1998,Maine,,957916,1.50%,0,0,0,0,"943,547",,
1998,Maryland,1556994,3879108,6.00%,"22,572","78,051","15,528","77,126","3,569,236",43.62%,40.14%
1998,Massachusetts,1935277,4793966,7.60%,0,0,0,0,"4,429,625",43.69%,40.37%
1998,Michigan,3143432,7276123,3.10%,"45,879",0,0,"45,879","7,004,684",44.88%,43.20%
1998,Minnesota,2105343,3555108,3.30%,"5,572","100,818","2,995","58,976","3,378,813",62.31%,59.22%
1998,Mississippi,,2038324,0.90%,"16,678","11,530","1,489","23,932","1,996,047",,
1998,Missouri,,4106478,1.70%,"24,974","49,992","10,366","60,336","3,976,332",,
1998,Montana,338733,662582,0.90%,"2,734",0,0,"2,734","653,885",51.80%,51.12%
1998,Nebraska,581775,1247656,3.00%,"3,676","16,527",624,"12,564","1,197,662",48.58%,46.63%
1998,Nevada,440042,1402851,10.70%,"9,651","12,561","4,055","19,987","1,232,759",35.70%,31.37%
1998,New Hampshire,330555,903630,2.50%,"2,169",0,0,"2,169","878,870",37.61%,36.58%
1998,New Jersey,1894496,6261197,10.30%,"31,121","129,377","13,218","109,028","5,507,266",34.40%,30.26%
1998,New Mexico,517355,1286104,5.80%,"4,985","10,397","1,773","11,957","1,199,553",43.13%,40.23%
1998,New York,4989877,14139223,12.40%,"70,001",0,"59,548","129,549","12,256,410",40.71%,35.29%
1998,North Carolina,,5948653,3.90%,"31,961","105,227","5,806","90,381","5,626,275",,
1998,North Dakota,217584,481790,1.10%,915,0,0,915,"475,575",45.75%,45.16%
1998,Ohio,3534782,8424249,1.60%,"48,450",0,0,"48,450","8,241,011",42.89%,41.96%
1998,Oklahoma,,2518285,2.60%,"20,892","29,093","1,532","36,971","2,415,839",,
1998,Oregon,1160400,2526500,5.80%,"8,927",0,0,"8,927","2,371,036",48.94%,45.93%
1998,Pennsylvania,,9314795,2.20%,"36,377",0,0,"36,377","9,073,493",,
1998,Rhode Island,309835,790726,6.60%,"3,445","21,049",432,"14,402","724,136",42.79%,39.18%
1998,South Carolina,1092430,2931120,1.90%,"21,764","46,482","4,404","49,409","2,826,020",38.66%,37.27%
1998,South Dakota,266355,543074,1.10%,"2,422",0,0,"2,422","534,678",49.82%,49.05%
1998,Tennessee,1026017,4217608,1.90%,"17,738","38,924","7,605","44,805","4,092,668",25.07%,24.33%
1998,Texas,,14504988,10.60%,"144,510","443,688","109,820","476,174","12,491,285",,
1998,Utah,506553,1467078,5.50%,"4,453",0,0,"4,453","1,381,936",36.66%,34.53%
1998,Vermont,224382,453574,1.90%,0,0,0,0,"444,956",50.43%,49.47%
1998,Virginia,,5222121,5.20%,"30,276","30,576","6,700","52,264","4,898,307",,
1998,Washington,1939421,4294765,6.40%,"14,161","152,140",375,"90,606","3,929,294",49.36%,45.16%
1998,West Virginia,405139,1403549,0.50%,"3,478","6,511",975,"7,709","1,388,822",29.17%,28.87%
1998,Wisconsin,,3945060,2.20%,"18,613","54,232","9,282","55,011","3,803,258",,
1998,Wyoming,178401,359119,1.40%,"1,571","3,825",448,"3,932","350,159",50.95%,49.68%
1996,United States,,200015917,6.80%,"1,162,253","1,865,990","491,165","2,586,413","186,327,678",,
1996,Alabama,,3227688,1.20%,"21,760","37,865","4,966","45,659","3,143,297",,
1996,Alaska,245212,423702,3.10%,"3,716","3,999",642,"6,358","404,209",60.66%,57.87%
1996,Arizona,1431342,3414380,8.40%,"22,493","40,607","3,785","46,582","3,080,990",46.46%,41.92%
1996,Arkansas,,1903094,1.60%,"9,407","25,178","5,459","27,455","1,845,189",,
1996,California,10263490,23076427,18.10%,"146,049",0,"99,578","245,627","18,653,967",55.02%,44.48%
1996,Colorado,,2939929,5.20%,"12,483",0,"3,294","15,777","2,771,276",,
1996,Connecticut,1410746,2528212,5.80%,"15,007","55,978","1,083","44,079","2,337,497",60.35%,55.80%
1996,Delaware,277418,559598,3.00%,"5,110","16,528",591,"13,965","528,845",52.46%,49.57%
1996,District of Columbia,189210,450182,9.30%,"9,376",0,0,"9,376","398,939",47.43%,42.03%
1996,Florida,5444245,11509122,9.50%,"63,763","237,117","9,243","191,565","10,224,190",53.25%,47.30%
1996,Georgia,2374650,5555577,4.40%,"35,139","143,457","21,146","128,014","5,183,118",45.82%,42.74%
1996,Hawaii,370230,895753,8.00%,"4,011",0,0,"4,011","820,082",45.15%,41.33%
1996,Idaho,508030,856420,3.20%,"3,832",0,0,"3,832","825,183",61.57%,59.32%
1996,Illinois,4418270,8927254,7.50%,"38,852",0,0,"38,852","8,218,858",53.76%,49.49%
1996,Indiana,2195224,4397367,1.80%,"16,960",0,0,"16,960","4,301,254",51.04%,49.92%
1996,Iowa,1251983,2154320,1.80%,"6,342","15,386","2,200","16,235","2,099,307",59.64%,58.11%
1996,Kansas,1073520,1922601,3.00%,"7,756",0,0,"7,756","1,857,167",57.80%,55.84%
1996,Kentucky,1419592,2938362,1.20%,"12,910","11,689","4,621","23,376","2,879,726",49.30%,48.31%
1996,Louisiana,1804640,3163302,1.50%,"26,776",0,0,"26,776","3,089,076",58.42%,57.05%
1996,Maine,,944106,1.50%,0,0,0,0,"929,944",,
1996,Maryland,1793991,3817454,5.60%,"22,050","70,553","16,246","73,573","3,530,104",50.82%,46.99%
1996,Massachusetts,2600278,4723380,7.20%,0,0,0,0,"4,383,297",59.32%,55.05%
1996,Michigan,3912261,7201527,2.80%,"42,349",0,0,"42,349","6,957,535",56.23%,54.33%
1996,Minnesota,2211161,3473117,2.90%,"5,158","90,202","2,377","52,636","3,319,761",66.61%,63.67%
1996,Mississippi,,1986327,0.80%,"13,859","10,376","1,326","20,373","1,950,063",,
1996,Missouri,,4035666,1.50%,"22,003","42,386","13,087","56,283","3,918,848",,
1996,Montana,417232,652991,0.90%,"2,293",0,0,"2,293","644,821",64.71%,63.90%
1996,Nebraska,686749,1230047,2.50%,"3,287","14,363",688,"11,157","1,188,139",57.80%,55.83%
1996,Nevada,467657,1271617,9.50%,"8,439","9,760","3,216","16,535","1,134,278",41.23%,36.78%
1996,New Hampshire,513700,878569,2.40%,"2,062",0,0,"2,062","855,421",60.05%,58.47%
1996,New Jersey,3105110,6152216,9.60%,"27,490","125,881","14,545","104,976","5,456,627",56.91%,50.47%
1996,New Mexico,579763,1249597,5.30%,"4,724","8,903","1,426","10,602","1,172,766",49.44%,46.40%
1996,New York,6439129,13942462,11.80%,"69,709",0,"57,137","126,846","12,170,405",52.91%,46.18%
1996,North Carolina,,5717844,3.30%,"30,647","102,483","12,358","94,247","5,434,908",,
1996,North Dakota,271850,481497,1.00%,722,0,0,722,"475,960",57.12%,56.46%
1996,Ohio,4638108,8366250,1.50%,"46,174",0,"6,331","52,505","8,188,251",56.64%,55.44%
1996,Oklahoma,1218248,2461718,2.30%,"19,593","28,090","2,159","35,797","2,369,301",51.42%,49.49%
1996,Oregon,1399180,2445442,5.20%,"8,661",0,0,"8,661","2,309,618",60.58%,57.22%
1996,Pennsylvania,,9283893,2.00%,"34,537",0,0,"34,537","9,063,678",,
1996,Rhode Island,,781307,6.40%,"3,271","20,446",573,"14,067","717,236",,
1996,South Carolina,1203486,2825088,1.70%,"20,446","42,417","5,036","46,691","2,730,371",44.08%,42.60%
1996,South Dakota,329316,537038,1.00%,"2,063",0,0,"2,063","529,605",62.18%,61.32%
1996,Tennessee,,4094014,1.60%,"15,626","37,002","8,934","43,061","3,985,449",,
1996,Texas,,13887542,9.80%,"132,383","429,329","112,594","459,642","12,066,921",,
1996,Utah,691016,1394017,4.80%,0,0,0,0,"1,327,104",52.07%,49.57%
1996,Vermont,261469,443874,1.80%,0,0,0,0,"435,884",59.99%,58.91%
1996,Virginia,2468229,5106297,4.70%,"27,655","29,620","9,918","52,383","4,813,918",51.27%,48.34%
1996,Washington,2293895,4147127,5.80%,"12,527","125,780",560,"75,977","3,830,617",59.88%,55.31%
1996,West Virginia,653331,1400343,0.50%,"2,749","5,669",869,"6,453","1,386,888",47.11%,46.66%
1996,Wisconsin,,3886906,2.00%,"12,991","47,292","8,222","44,859","3,764,309",,
1996,Wyoming,215844,353354,1.30%,"1,499","3,432",364,"3,579","345,181",62.53%,61.08%
1994,United States,,195258350,6.40%,"1,037,855","1,778,797","513,686","2,440,940","182,549,390",,
1994,Alabama,,3170782,1.00%,"19,573","32,284","7,235","42,950","3,096,124",,
1994,Alaska,216668,417053,3.00%,"3,292","2,899",412,"5,154","399,387",54.25%,51.95%
1994,Arizona,1153724,3169857,7.50%,"19,746","34,365","4,351","41,280","2,890,838",39.91%,36.40%
1994,Arkansas,,1849361,1.30%,"8,643","19,606","5,224","23,670","1,801,649",,
1994,California,8900593,22721586,17.70%,"125,605",0,"85,082","210,687","18,489,178",48.14%,39.17%
1994,Colorado,1173130,2785952,4.50%,"10,717",0,"2,463","13,180","2,647,404",44.31%,42.11%
1994,Connecticut,1163829,2515100,5.50%,"14,380","53,453","1,146","42,253","2,334,517",49.85%,46.27%
1994,Delaware,201560,540474,2.60%,"4,466","15,507","1,029","13,249","513,173",39.28%,37.29%
1994,District of Columbia,186316,463680,8.80%,"10,949",0,0,"10,949","411,927",45.23%,40.18%
1994,Florida,4305340,11016840,9.10%,"57,168","247,014","20,573","201,248","9,813,060",43.87%,39.08%
1994,Georgia,,5293282,3.70%,"33,425","140,694","17,505","121,277","4,976,154",,
1994,Hawaii,377011,882189,7.90%,"3,333",0,0,"3,333","809,163",46.59%,42.74%
1994,Idaho,419330,809957,2.80%,"2,811",0,0,"2,811","784,467",53.45%,51.77%
1994,Illinois,3219122,8819582,6.90%,"36,531",0,0,"36,531","8,174,500",39.38%,36.50%
1994,Indiana,1609481,4315664,1.50%,"15,014",0,0,"15,014","4,235,915",38.00%,37.29%
1994,Iowa,1022372,2128370,1.60%,"5,437","15,902","3,696","17,084","2,077,232",49.22%,48.04%
1994,Kansas,836251,1893521,2.60%,"6,371",0,0,"6,371","1,837,918",45.50%,44.16%
1994,Kentucky,827541,2879413,1.00%,"11,066","11,417","4,380","21,155","2,829,464",29.25%,28.74%
1994,Louisiana,893758,3109456,1.50%,"24,063",0,0,"24,063","3,038,751",29.41%,28.74%
1994,Maine,,932164,1.50%,0,0,0,0,"918,182",,
1994,Maryland,1437450,3751305,5.20%,"20,998","76,940","14,795","74,263","3,481,974",41.28%,38.32%
1994,Massachusetts,2232186,4668100,6.70%,0,0,0,0,"4,355,337",51.25%,47.82%
1994,Michigan,3177740,7081498,2.60%,"40,631",0,0,"40,631","6,856,748",46.34%,44.87%
1994,Minnesota,1794618,3385687,2.50%,"4,575","81,972","1,904","47,465","3,253,580",55.16%,53.01%
1994,Mississippi,621096,1935054,0.70%,"10,930","9,042","1,519","16,970","1,904,539",32.61%,32.10%
1994,Missouri,,3958762,1.30%,"17,898","36,295","12,592","48,638","3,858,660",,
1994,Montana,359455,629335,0.80%,"1,764",0,0,"1,764","622,536",57.74%,57.12%
1994,Nebraska,593654,1201826,2.00%,"2,711","18,639",771,"12,802","1,164,987",50.96%,49.40%
1994,Nevada,386582,1143487,8.40%,"6,993","9,410","3,529","15,227","1,032,207",37.45%,33.81%
1994,New Hampshire,319443,851104,2.30%,"2,021",0,0,"2,021","829,508",38.51%,37.53%
1994,New Jersey,2131328,6059401,8.90%,"24,632","125,299","41,802","129,084","5,391,030",39.53%,35.17%
1994,New Mexico,485709,1195183,4.90%,"3,712","8,063","1,078","8,822","1,127,797",43.07%,40.64%
1994,New York,5325323,13861352,11.20%,"66,750",0,"53,832","120,582","12,188,299",43.69%,38.42%
1994,North Carolina,,5477604,2.60%,"23,648","90,418","20,159","89,016","5,246,170",,
1994,North Dakota,240430,473993,0.90%,563,0,0,563,"469,164",51.25%,50.72%
1994,Ohio,3540954,8292312,1.40%,"43,074",0,0,"43,074","8,133,146",43.54%,42.70%
1994,Oklahoma,1002363,2410272,2.00%,"16,631","28,285","2,604","33,378","2,328,689",43.04%,41.59%
1994,Oregon,1254265,2344505,4.60%,"6,936",0,0,"6,936","2,229,722",56.25%,53.50%
1994,Pennsylvania,,9241090,1.80%,"28,302",0,0,"28,302","9,046,448",,
1994,Rhode Island,,776723,6.20%,"2,919","18,179",525,"12,534","716,032",,
1994,South Carolina,951901,2747987,1.40%,"18,999","40,005","6,077","45,079","2,664,436",35.73%,34.64%
1994,South Dakota,318090,524910,0.80%,"1,708",0,0,"1,708","519,003",61.29%,60.60%
1994,Tennessee,,3945407,1.40%,"14,401","34,896","9,353","41,202","3,848,969",,
1994,Texas,,13334014,8.90%,"118,195","396,276","108,563","424,896","11,722,391",,
1994,Utah,532737,1302522,4.10%,0,0,0,0,"1,249,119",42.65%,40.90%
1994,Vermont,216715,434549,1.70%,0,0,0,0,"427,162",50.73%,49.87%
1994,Virginia,,4983515,4.30%,"26,968","24,089","9,649","48,662","4,720,562",,
1994,Washington,1733471,3994036,5.30%,"10,833","110,279","1,650","67,623","3,714,729",46.66%,43.40%
1994,West Virginia,439551,1392499,0.50%,"1,930","5,992","1,380","6,306","1,379,231",31.87%,31.57%
1994,Wisconsin,,3801543,1.80%,"10,022","45,901","7,065","40,038","3,693,077",,
1994,Wyoming,204025,344492,1.20%,"1,217","3,367",313,"3,214","337,144",60.52%,59.22%
1992,United States,,190777923,6.00%,"866,945","1,648,767","491,856","2,183,185","179,565,711",,
1992,Alabama,,3096959,0.90%,"17,453","31,188","6,934","39,981","3,029,105",,
1992,Alaska,261427,406653,2.90%,"2,865","3,014",710,"5,082","389,778",67.07%,64.29%
1992,Arizona,1516276,2897181,6.50%,"16,477","34,647","3,588","37,389","2,671,475",56.76%,52.34%
1992,Arkansas,,1789420,1.00%,"8,285","16,448","3,460","19,969","1,751,557",,
1992,California,11374565,22573381,17.30%,"109,496",0,"87,725","197,221","18,470,965",61.58%,50.39%
1992,Colorado,1597166,2602217,3.70%,"8,997",0,"2,634","11,631","2,494,304",64.03%,61.38%
1992,Connecticut,1645609,2521774,5.10%,"11,403","48,567",483,"36,170","2,356,994",69.82%,65.26%
1992,Delaware,290836,523661,2.20%,"4,062","14,887","1,120","12,626","499,514",58.22%,55.54%
1992,District of Columbia,231445,477564,8.30%,"10,845",0,0,"10,845","427,081",54.19%,48.46%
1992,Florida,5438612,10591116,8.70%,"48,302","200,471","14,021","162,559","9,507,130",57.21%,51.35%
1992,Georgia,,5037354,2.90%,"25,290","153,154","23,020","124,887","4,766,384",,
1992,Hawaii,382882,866114,7.90%,"2,926",0,0,"2,926","794,765",48.18%,44.21%
1992,Idaho,491725,756119,2.50%,"2,256",0,0,"2,256","734,960",66.90%,65.03%
1992,Illinois,5164357,8688184,6.20%,"31,640",0,0,"31,640","8,117,877",63.62%,59.44%
1992,Indiana,2347912,4230602,1.30%,"13,945",0,0,"13,945","4,161,659",56.42%,55.50%
1992,Iowa,1360856,2098809,1.30%,"4,518","14,084","2,065","13,625","2,057,899",66.13%,64.84%
1992,Kansas,1161044,1857444,2.20%,"6,028",0,0,"6,028","1,810,552",64.13%,62.51%
1992,Kentucky,,2814763,0.80%,"10,364","10,750","3,684","19,423","2,772,822",,
1992,Louisiana,1799596,3063068,1.50%,"20,980",0,0,"20,980","2,996,142",60.06%,58.75%
1992,Maine,,928998,1.50%,0,0,0,0,"915,063",,
1992,Maryland,1999486,3695298,4.90%,"19,977","82,948","13,058","74,509","3,439,719",58.13%,54.11%
1992,Massachusetts,2822962,4640629,6.30%,0,0,0,0,"4,348,269",64.92%,60.83%
1992,Michigan,4341909,6990822,2.40%,"39,113",0,0,"39,113","6,783,929",64.00%,62.11%
1992,Minnesota,2355796,3298080,2.10%,"3,822","72,938","1,901","42,192","3,186,628",73.93%,71.43%
1992,Mississippi,1008019,1882100,0.60%,"8,905","8,031","2,357","15,278","1,855,529",54.33%,53.56%
1992,Missouri,,3880005,1.10%,"16,195","32,692","11,671","44,212","3,793,113",,
1992,Montana,417564,599859,0.80%,"1,548",0,0,"1,548","593,512",70.35%,69.61%
1992,Nebraska,744548,1178965,1.60%,"2,514","15,386",697,"10,904","1,149,198",64.79%,63.15%
1992,Nevada,513387,1028056,7.20%,"6,049","8,533","3,246","13,562","940,474",54.59%,49.94%
1992,New Hampshire,545197,833997,2.20%,"1,777",0,0,"1,777","813,872",66.99%,65.37%
1992,New Jersey,3348312,6000364,8.10%,"22,653","108,093","36,120","112,820","5,401,515",61.99%,55.80%
1992,New Mexico,590901,1131081,4.40%,"3,271","6,921","1,331","8,063","1,073,250",55.06%,52.24%
1992,New York,7068630,13799670,10.60%,"61,736",0,"50,004","111,740","12,225,165",57.82%,51.22%
1992,North Carolina,,5259564,2.00%,"20,454","86,371","14,415","78,055","5,076,318",,
