Year,State,Atkin05,Gini,RMeanDev,Theil
1970,Maine,0.16,0.43,0.60,0.33
1970,Maryland,0.18,0.45,0.63,0.36
1970,Massachusetts,0.19,0.47,0.66,0.40
1970,Michigan,0.17,0.43,0.60,0.35
1970,Minnesota,0.18,0.46,0.66,0.39
1970,Mississippi,0.18,0.47,0.66,0.37
1970,Missouri,0.18,0.45,0.65,0.38
1970,Montana,0.17,0.47,0.67,0.34
1970,Nebraska,0.20,0.48,0.69,0.40
1970,Nevada,0.16,0.43,0.59,0.34
1970,New Hampshire,0.16,0.43,0.61,0.34
1970,New Jersey,0.19,0.46,0.65,0.39
1970,New Mexico,0.21,0.49,0.70,0.41
1970,New York,0.19,0.47,0.66,0.44
1970,North Carolina,0.19,0.46,0.65,0.39
1970,North Dakota,0.21,0.50,0.71,0.42
1970,Ohio,0.17,0.43,0.60,0.35
1970,Oklahoma,0.18,0.46,0.65,0.38
1970,Oregon,0.17,0.45,0.65,0.35
1970,Pennsylvania,0.16,0.42,0.59,0.35
1970,Rhode Island,0.18,0.45,0.64,0.38
1970,South Carolina,0.18,0.45,0.66,0.36
1970,South Dakota,0.17,0.49,0.69,0.34
1970,Tennessee,0.17,0.45,0.63,0.37
1970,Texas,0.19,0.48,0.68,0.41
1970,Utah,0.20,0.47,0.68,0.39
1970,Vermont,0.18,0.46,0.65,0.37
1970,Virginia,0.18,0.46,0.66,0.38
1970,Washington,0.18,0.45,0.63,0.35
1970,West Virginia,0.16,0.43,0.60,0.34
1970,Wisconsin,0.17,0.44,0.63,0.35
1970,Wyoming,0.19,0.46,0.64,0.40
1971,United States,0.19,0.46,0.65,0.39
1971,Alabama,0.18,0.45,0.64,0.37
1971,Alaska,0.17,0.47,0.69,0.36
1971,Arizona,0.18,0.46,0.64,0.38
1971,Arkansas,0.19,0.47,0.67,0.40
1971,California,0.18,0.46,0.65,0.38
1971,Colorado,0.19,0.47,0.67,0.40
1971,Connecticut,0.19,0.47,0.65,0.43
1971,Delaware,0.20,0.49,0.68,0.46
1971,District of Columbia,0.23,0.52,0.74,0.53
1971,Florida,0.18,0.48,0.67,0.42
1971,Georgia,0.18,0.46,0.65,0.38
1971,Hawaii,0.19,0.46,0.65,0.39
1971,Idaho,0.18,0.46,0.64,0.36
1971,Illinois,0.18,0.45,0.64,0.37
1971,Indiana,0.17,0.43,0.61,0.35
1971,Iowa,0.17,0.45,0.65,0.35
1971,Kansas,0.19,0.46,0.65,0.39
1971,Kentucky,0.19,0.46,0.66,0.39
1971,Louisiana,0.19,0.47,0.66,0.41
1971,Maine,0.19,0.48,0.68,0.40
1971,Maryland,0.18,0.45,0.64,0.36
1971,Massachusetts,0.19,0.46,0.66,0.40
1971,Michigan,0.17,0.44,0.61,0.36
1971,Minnesota,0.20,0.47,0.68,0.40
1971,Mississippi,0.18,0.48,0.68,0.38
1971,Missouri,0.18,0.45,0.64,0.38
1971,Montana,0.16,0.45,0.65,0.34
1971,Nebraska,0.18,0.47,0.67,0.37
1971,Nevada,0.21,0.50,0.70,0.44
1971,New Hampshire,0.19,0.46,0.66,0.39
1971,New Jersey,0.19,0.46,0.64,0.39
1971,New Mexico,0.20,0.49,0.71,0.41
1971,New York,0.19,0.47,0.66,0.44
1971,North Carolina,0.17,0.44,0.63,0.37
1971,North Dakota,0.18,0.46,0.66,0.37
1971,Ohio,0.17,0.43,0.60,0.35
1971,Oklahoma,0.17,0.46,0.66,0.37
1971,Oregon,0.18,0.46,0.65,0.38
1971,Pennsylvania,0.17,0.43,0.61,0.36
1971,Rhode Island,0.18,0.45,0.64,0.38
1971,South Carolina,0.17,0.45,0.64,0.36
1971,South Dakota,0.15,0.45,0.65,0.32
1971,Tennessee,0.18,0.46,0.65,0.39
1971,Texas,0.19,0.49,0.69,0.44
1971,Utah,0.19,0.47,0.67,0.38
1971,Vermont,0.20,0.47,0.67,0.40
1971,Virginia,0.18,0.46,0.66,0.38
1971,Washington,0.18,0.45,0.63,0.35
1971,West Virginia,0.16,0.41,0.56,0.32
1971,Wisconsin,0.18,0.45,0.64,0.36
1971,Wyoming,0.17,0.45,0.64,0.38
1972,United States,0.19,0.46,0.66,0.40
1972,Alabama,0.19,0.47,0.67,0.40
1972,Alaska,0.18,0.46,0.67,0.34
1972,Arizona,0.19,0.47,0.67,0.39
1972,Arkansas,0.19,0.48,0.68,0.41
1972,California,0.18,0.47,0.67,0.39
1972,Colorado,0.21,0.49,0.71,0.43
1972,Connecticut,0.20,0.47,0.66,0.44
1972,Delaware,0.20,0.48,0.67,0.46
1972,District of Columbia,0.21,0.49,0.68,0.48
1972,Florida,0.19,0.49,0.69,0.44
1972,Georgia,0.20,0.48,0.68,0.42
1972,Hawaii,0.20,0.47,0.69,0.41
1972,Idaho,0.18,0.45,0.64,0.35
1972,Illinois,0.18,0.45,0.63,0.38
1972,Indiana,0.17,0.44,0.62,0.36
1972,Iowa,0.17,0.44,0.63,0.35
1972,Kansas,0.19,0.46,0.66,0.39
1972,Kentucky,0.17,0.44,0.62,0.36
1972,Louisiana,0.17,0.46,0.64,0.38
1972,Maine,0.17,0.44,0.62,0.34
1972,Maryland,0.18,0.46,0.65,0.37
1972,Massachusetts,0.18,0.46,0.64,0.39
1972,Michigan,0.17,0.44,0.61,0.35
1972,Minnesota,0.19,0.47,0.67,0.39
1972,Mississippi,0.18,0.46,0.65,0.38
1972,Missouri,0.18,0.45,0.65,0.39
1972,Montana,0.15,0.44,0.63,0.31
1972,Nebraska,0.18,0.46,0.64,0.38
1972,Nevada,0.19,0.48,0.68,0.43
1972,New Hampshire,0.18,0.45,0.63,0.36
1972,New Jersey,0.20,0.48,0.67,0.42
1972,New Mexico,0.20,0.49,0.70,0.41
1972,New York,0.20,0.47,0.66,0.44
1972,North Carolina,0.18,0.45,0.65,0.38
1972,North Dakota,0.17,0.46,0.65,0.35
1972,Ohio,0.17,0.44,0.62,0.36
1972,Oklahoma,0.17,0.46,0.65,0.37
1972,Oregon,0.18,0.45,0.64,0.38
1972,Pennsylvania,0.17,0.44,0.62,0.37
1972,Rhode Island,0.19,0.46,0.65,0.41
1972,South Carolina,0.18,0.45,0.64,0.36
1972,South Dakota,0.19,0.47,0.68,0.38
1972,Tennessee,0.19,0.47,0.67,0.42
1972,Texas,0.20,0.50,0.71,0.47
1972,Utah,0.18,0.46,0.66,0.36
1972,Vermont,0.19,0.46,0.66,0.38
1972,Virginia,0.19,0.47,0.67,0.39
1972,Washington,0.16,0.45,0.63,0.34
1972,West Virginia,0.16,0.42,0.60,0.33
1972,Wisconsin,0.18,0.44,0.63,0.36
1972,Wyoming,0.18,0.47,0.68,0.37
1973,United States,0.19,0.47,0.67,0.40
1973,Alabama,0.18,0.46,0.65,0.38
1973,Alaska,0.16,0.46,0.66,0.32
1973,Arizona,0.18,0.48,0.69,0.38
1973,Arkansas,0.19,0.48,0.68,0.42
1973,California,0.19,0.48,0.68,0.40
1973,Colorado,0.18,0.48,0.69,0.37
1973,Connecticut,0.19,0.47,0.65,0.41
1973,Delaware,0.20,0.47,0.66,0.47
1973,District of Columbia,0.22,0.50,0.72,0.49
1973,Florida,0.20,0.49,0.70,0.45
1973,Georgia,0.19,0.48,0.68,0.41
1973,Hawaii,0.20,0.48,0.68,0.41
1973,Idaho,0.17,0.47,0.67,0.35
1973,Illinois,0.19,0.46,0.65,0.39
1973,Indiana,0.17,0.44,0.63,0.35
1973,Iowa,0.20,0.48,0.68,0.40
1973,Kansas,0.18,0.47,0.66,0.39
1973,Kentucky,0.20,0.47,0.68,0.41
1973,Louisiana,0.19,0.47,0.66,0.39
1973,Maine,0.19,0.47,0.66,0.38
1973,Maryland,0.20,0.47,0.67,0.40
1973,Massachusetts,0.19,0.46,0.66,0.39
1973,Michigan,0.18,0.44,0.63,0.36
1973,Minnesota,0.19,0.47,0.68,0.39
1973,Mississippi,0.18,0.49,0.71,0.40
1973,Missouri,0.19,0.47,0.68,0.40
1973,Montana,0.20,0.49,0.72,0.41
1973,Nebraska,0.18,0.49,0.69,0.38
1973,Nevada,0.19,0.48,0.67,0.42
1973,New Hampshire,0.20,0.47,0.68,0.40
1973,New Jersey,0.19,0.47,0.66,0.40
1973,New Mexico,0.19,0.49,0.70,0.40
1973,New York,0.18,0.47,0.66,0.41
1973,North Carolina,0.17,0.44,0.63,0.35
1973,North Dakota,0.19,0.47,0.68,0.38
1973,Ohio,0.17,0.44,0.62,0.35
1973,Oklahoma,0.19,0.49,0.69,0.40
1973,Oregon,0.18,0.46,0.66,0.39
1973,Pennsylvania,0.18,0.45,0.63,0.37
1973,Rhode Island,0.19,0.46,0.66,0.40
1973,South Carolina,0.18,0.45,0.64,0.36
1973,South Dakota,0.18,0.49,0.71,0.38
1973,Tennessee,0.19,0.48,0.68,0.42
1973,Texas,0.19,0.49,0.70,0.43
1973,Utah,0.19,0.46,0.67,0.38
1973,Vermont,0.19,0.46,0.66,0.37
1973,Virginia,0.19,0.47,0.67,0.39
1973,Washington,0.18,0.46,0.64,0.36
1973,West Virginia,0.18,0.44,0.63,0.36
1973,Wisconsin,0.18,0.45,0.65,0.36
1973,Wyoming,0.17,0.50,0.71,0.37
1974,United States,0.19,0.47,0.67,0.40
1974,Alabama,0.19,0.47,0.66,0.39
1974,Alaska,0.19,0.47,0.68,0.35
1974,Arizona,0.19,0.48,0.68,0.38
1974,Arkansas,0.19,0.48,0.69,0.40
1974,California,0.20,0.48,0.68,0.40
1974,Colorado,0.20,0.49,0.69,0.39
1974,Connecticut,0.21,0.48,0.67,0.43
1974,Delaware,0.20,0.48,0.67,0.44
1974,District of Columbia,0.22,0.50,0.70,0.47
1974,Florida,0.20,0.49,0.69,0.43
1974,Georgia,0.19,0.48,0.68,0.39
1974,Hawaii,0.20,0.48,0.69,0.40
1974,Idaho,0.18,0.48,0.68,0.36
1974,Illinois,0.19,0.46,0.65,0.38
1974,Indiana,0.18,0.45,0.64,0.36
1974,Iowa,0.19,0.47,0.67,0.37
1974,Kansas,0.19,0.48,0.67,0.39
1974,Kentucky,0.19,0.47,0.67,0.40
1974,Louisiana,0.19,0.48,0.67,0.40
1974,Maine,0.19,0.47,0.66,0.38
1974,Maryland,0.19,0.47,0.66,0.38
1974,Massachusetts,0.19,0.47,0.66,0.39
1974,Michigan,0.19,0.45,0.64,0.37
1974,Minnesota,0.20,0.48,0.68,0.39
1974,Mississippi,0.19,0.48,0.69,0.39
1974,Missouri,0.19,0.47,0.67,0.39
1974,Montana,0.19,0.49,0.70,0.37
1974,Nebraska,0.18,0.49,0.69,0.37
1974,Nevada,0.20,0.49,0.69,0.44
1974,New Hampshire,0.19,0.46,0.65,0.38
1974,New Jersey,0.20,0.47,0.66,0.40
1974,New Mexico,0.20,0.50,0.71,0.41
1974,New York,0.19,0.47,0.66,0.42
1974,North Carolina,0.18,0.46,0.65,0.37
1974,North Dakota,0.20,0.49,0.70,0.39
1974,Ohio,0.18,0.44,0.62,0.36
1974,Oklahoma,0.19,0.49,0.69,0.40
1974,Oregon,0.19,0.47,0.66,0.38
1974,Pennsylvania,0.18,0.45,0.63,0.37
1974,Rhode Island,0.19,0.47,0.66,0.40
1974,South Carolina,0.18,0.45,0.64,0.36
1974,South Dakota,0.18,0.51,0.72,0.36
1974,Tennessee,0.19,0.47,0.67,0.40
1974,Texas,0.20,0.50,0.71,0.45
1974,Utah,0.19,0.47,0.67,0.37
1974,Vermont,0.19,0.47,0.66,0.37
1974,Virginia,0.19,0.47,0.67,0.38
1974,Washington,0.18,0.46,0.65,0.36
1974,West Virginia,0.17,0.44,0.61,0.35
1974,Wisconsin,0.19,0.46,0.66,0.37
1974,Wyoming,0.19,0.49,0.69,0.38
1975,United States,0.18,0.48,0.68,0.38
1975,Alabama,0.18,0.47,0.68,0.38
1975,Alaska,0.17,0.47,0.69,0.34
1975,Arizona,0.17,0.50,0.71,0.36
1975,Arkansas,0.18,0.50,0.71,0.41
1975,California,0.18,0.48,0.69,0.39
1975,Colorado,0.17,0.48,0.69,0.37
1975,Connecticut,0.21,0.49,0.69,0.45
1975,Delaware,0.19,0.48,0.68,0.42
1975,District of Columbia,0.20,0.48,0.68,0.44
1975,Florida,0.19,0.50,0.72,0.44
1975,Georgia,0.17,0.48,0.68,0.37
1975,Hawaii,0.19,0.49,0.71,0.39
1975,Idaho,0.17,0.49,0.70,0.36
1975,Illinois,0.18,0.47,0.66,0.37
1975,Indiana,0.17,0.45,0.65,0.35
1975,Iowa,0.18,0.48,0.68,0.37
1975,Kansas,0.18,0.49,0.70,0.39
1975,Kentucky,0.20,0.49,0.70,0.44
1975,Louisiana,0.18,0.48,0.69,0.40
1975,Maine,0.18,0.46,0.66,0.37
1975,Maryland,0.18,0.46,0.66,0.37
1975,Massachusetts,0.19,0.48,0.68,0.39
1975,Michigan,0.18,0.46,0.65,0.36
1975,Minnesota,0.18,0.47,0.68,0.37
1975,Mississippi,0.17,0.48,0.67,0.36
1975,Missouri,0.19,0.49,0.70,0.40
1975,Montana,0.18,0.51,0.73,0.37
1975,Nebraska,0.17,0.50,0.71,0.37
1975,Nevada,0.18,0.50,0.70,0.41
1975,New Hampshire,0.18,0.46,0.65,0.37
1975,New Jersey,0.19,0.47,0.67,0.40
1975,New Mexico,0.20,0.52,0.74,0.41
1975,New York,0.17,0.47,0.66,0.39
1975,North Carolina,0.18,0.46,0.66,0.38
1975,North Dakota,0.18,0.50,0.70,0.39
1975,Ohio,0.17,0.45,0.63,0.36
1975,Oklahoma,0.18,0.49,0.70,0.40
1975,Oregon,0.18,0.48,0.68,0.37
1975,Pennsylvania,0.17,0.45,0.64,0.36
1975,Rhode Island,0.20,0.47,0.68,0.41
1975,South Carolina,0.17,0.45,0.64,0.35
1975,South Dakota,0.17,0.52,0.73,0.38
1975,Tennessee,0.17,0.47,0.66,0.37
1975,Texas,0.19,0.50,0.71,0.43
1975,Utah,0.18,0.47,0.68,0.37
1975,Vermont,0.16,0.46,0.64,0.33
1975,Virginia,0.18,0.47,0.67,0.38
1975,Washington,0.17,0.46,0.66,0.35
1975,West Virginia,0.17,0.43,0.61,0.35
1975,Wisconsin,0.17,0.46,0.65,0.35
1975,Wyoming,0.18,0.50,0.70,0.39
1976,United States,0.19,0.48,0.68,0.40
1976,Alabama,0.18,0.46,0.66,0.38
1976,Alaska,0.18,0.46,0.68,0.34
1976,Arizona,0.20,0.50,0.72,0.41
1976,Arkansas,0.19,0.48,0.69,0.41
1976,California,0.20,0.48,0.69,0.42
1976,Colorado,0.19,0.48,0.68,0.39
1976,Connecticut,0.20,0.49,0.70,0.44
1976,Delaware,0.20,0.48,0.69,0.44
1976,District of Columbia,0.20,0.48,0.68,0.43
1976,Florida,0.19,0.49,0.70,0.43
1976,Georgia,0.18,0.48,0.68,0.38
1976,Hawaii,0.20,0.49,0.71,0.41
1976,Idaho,0.16,0.48,0.67,0.34
1976,Illinois,0.19,0.47,0.66,0.39
1976,Indiana,0.18,0.46,0.65,0.37
1976,Iowa,0.19,0.47,0.67,0.38
1976,Kansas,0.19,0.48,0.68,0.39
1976,Kentucky,0.18,0.47,0.67,0.39
1976,Louisiana,0.19,0.47,0.68,0.40
1976,Maine,0.19,0.46,0.66,0.38
1976,Maryland,0.19,0.47,0.68,0.39
1976,Massachusetts,0.19,0.47,0.68,0.40
1976,Michigan,0.19,0.47,0.67,0.38
1976,Minnesota,0.19,0.48,0.68,0.40
1976,Mississippi,0.19,0.48,0.69,0.40
1976,Missouri,0.19,0.47,0.67,0.39
1976,Montana,0.19,0.51,0.72,0.39
1976,Nebraska,0.17,0.50,0.71,0.37
1976,Nevada,0.19,0.48,0.67,0.43
1976,New Hampshire,0.17,0.45,0.63,0.35
1976,New Jersey,0.19,0.47,0.67,0.39
1976,New Mexico,0.20,0.50,0.72,0.41
1976,New York,0.19,0.47,0.66,0.41
1976,North Carolina,0.19,0.48,0.69,0.40
1976,North Dakota,0.18,0.51,0.73,0.38
1976,Ohio,0.18,0.45,0.64,0.37
1976,Oklahoma,0.19,0.49,0.69,0.42
1976,Oregon,0.18,0.47,0.67,0.37
1976,Pennsylvania,0.18,0.45,0.65,0.37
1976,Rhode Island,0.18,0.46,0.65,0.38
1976,South Carolina,0.17,0.45,0.64,0.35
1976,South Dakota,0.16,0.51,0.70,0.33
1976,Tennessee,0.19,0.47,0.67,0.40
1976,Texas,0.21,0.50,0.71,0.47
1976,Utah,0.18,0.46,0.66,0.37
1976,Vermont,0.19,0.48,0.69,0.39
1976,Virginia,0.19,0.47,0.67,0.39
1976,Washington,0.19,0.47,0.67,0.38
1976,West Virginia,0.17,0.44,0.63,0.36
1976,Wisconsin,0.19,0.47,0.67,0.38
1976,Wyoming,0.18,0.47,0.67,0.38
1977,United States,0.19,0.48,0.68,0.41
1977,Alabama,0.19,0.48,0.69,0.40
1977,Alaska,0.21,0.49,0.72,0.40
1977,Arizona,0.17,0.48,0.68,0.36
1977,Arkansas,0.17,0.48,0.68,0.38
1977,California,0.21,0.49,0.71,0.44
1977,Colorado,0.20,0.49,0.70,0.41
1977,Connecticut,0.19,0.48,0.68,0.43
1977,Delaware,0.18,0.46,0.66,0.41
1977,District of Columbia,0.22,0.50,0.71,0.48
1977,Florida,0.18,0.48,0.68,0.42
1977,Georgia,0.18,0.48,0.69,0.38
1977,Hawaii,0.18,0.47,0.68,0.37
1977,Idaho,0.18,0.51,0.72,0.38
1977,Illinois,0.19,0.47,0.67,0.40
1977,Indiana,0.19,0.46,0.66,0.37
1977,Iowa,0.19,0.48,0.68,0.38
1977,Kansas,0.18,0.48,0.68,0.38
1977,Kentucky,0.18,0.46,0.65,0.38
1977,Louisiana,0.20,0.49,0.70,0.43
1977,Maine,0.20,0.49,0.72,0.42
1977,Maryland,0.19,0.47,0.68,0.39
1977,Massachusetts,0.19,0.47,0.67,0.38
1977,Michigan,0.19,0.46,0.66,0.39
1977,Minnesota,0.19,0.48,0.69,0.40
1977,Mississippi,0.20,0.50,0.72,0.43
1977,Missouri,0.19,0.48,0.69,0.41
1977,Montana,0.19,0.51,0.73,0.38
1977,Nebraska,0.18,0.49,0.69,0.37
1977,Nevada,0.23,0.52,0.74,0.52
1977,New Hampshire,0.19,0.47,0.67,0.39
1977,New Jersey,0.19,0.46,0.66,0.39
1977,New Mexico,0.20,0.50,0.72,0.42
1977,New York,0.19,0.47,0.67,0.42
1977,North Carolina,0.18,0.46,0.65,0.37
1977,North Dakota,0.22,0.54,0.77,0.45
1977,Ohio,0.17,0.44,0.63,0.36
1977,Oklahoma,0.19,0.50,0.71,0.42
1977,Oregon,0.18,0.46,0.66,0.38
1977,Pennsylvania,0.18,0.45,0.64,0.37
1977,Rhode Island,0.19,0.47,0.68,0.41
1977,South Carolina,0.18,0.46,0.66,0.38
1977,South Dakota,0.19,0.58,0.82,0.40
1977,Tennessee,0.20,0.49,0.70,0.42
1977,Texas,0.21,0.50,0.72,0.48
1977,Utah,0.18,0.46,0.66,0.37
1977,Vermont,0.18,0.46,0.66,0.37
1977,Virginia,0.18,0.46,0.66,0.37
1977,Washington,0.19,0.47,0.67,0.38
1977,West Virginia,0.18,0.45,0.63,0.37
1977,Wisconsin,0.19,0.48,0.68,0.39
1977,Wyoming,0.19,0.50,0.70,0.38
1978,United States,0.19,0.48,0.68,0.41
1978,Alabama,0.17,0.46,0.66,0.36
1978,Alaska,0.21,0.49,0.73,0.41
1978,Arizona,0.20,0.50,0.71,0.42
1978,Arkansas,0.18,0.48,0.68,0.38
1978,California,0.20,0.49,0.70,0.43
1978,Colorado,0.20,0.49,0.71,0.41
1978,Connecticut,0.20,0.48,0.68,0.43
1978,Delaware,0.21,0.50,0.72,0.47
1978,District of Columbia,0.22,0.51,0.72,0.50
1978,Florida,0.19,0.49,0.70,0.44
1978,Georgia,0.18,0.49,0.69,0.38
1978,Hawaii,0.19,0.48,0.70,0.40
1978,Idaho,0.19,0.49,0.70,0.40
1978,Illinois,0.19,0.47,0.67,0.40
1978,Indiana,0.19,0.46,0.67,0.38
1978,Iowa,0.18,0.46,0.65,0.36
1978,Kansas,0.17,0.49,0.70,0.37
1978,Kentucky,0.19,0.47,0.67,0.39
1978,Louisiana,0.21,0.49,0.70,0.44
1978,Maine,0.19,0.47,0.67,0.38
1978,Maryland,0.18,0.46,0.66,0.37
1978,Massachusetts,0.19,0.47,0.68,0.41
1978,Michigan,0.19,0.46,0.66,0.38
1978,Minnesota,0.20,0.48,0.70,0.42
1978,Mississippi,0.19,0.48,0.68,0.39
1978,Missouri,0.19,0.47,0.68,0.41
1978,Montana,0.20,0.51,0.74,0.40
1978,Nebraska,0.17,0.48,0.69,0.37
1978,Nevada,0.21,0.50,0.72,0.49
1978,New Hampshire,0.17,0.44,0.64,0.35
1978,New Jersey,0.20,0.48,0.68,0.41
1978,New Mexico,0.17,0.46,0.66,0.35
1978,New York,0.19,0.48,0.68,0.43
1978,North Carolina,0.19,0.46,0.66,0.38
1978,North Dakota,0.17,0.49,0.70,0.35
1978,Ohio,0.18,0.45,0.64,0.36
1978,Oklahoma,0.19,0.47,0.67,0.39
1978,Oregon,0.20,0.48,0.69,0.41
1978,Pennsylvania,0.18,0.46,0.65,0.38
1978,Rhode Island,0.19,0.47,0.66,0.40
1978,South Carolina,0.18,0.47,0.67,0.37
1978,South Dakota,0.17,0.52,0.74,0.37
1978,Tennessee,0.19,0.48,0.69,0.41
1978,Texas,0.21,0.51,0.73,0.47
1978,Utah,0.18,0.46,0.66,0.37
1978,Vermont,0.16,0.45,0.65,0.34
1978,Virginia,0.18,0.46,0.66,0.37
1978,Washington,0.20,0.48,0.69,0.40
1978,West Virginia,0.16,0.44,0.63,0.34
1978,Wisconsin,0.19,0.46,0.66,0.38
1978,Wyoming,0.18,0.49,0.70,0.40
1979,United States,0.19,0.48,0.68,0.42
1979,Alabama,0.19,0.48,0.69,0.40
1979,Alaska,0.19,0.49,0.71,0.37
1979,Arizona,0.19,0.50,0.71,0.42
1979,Arkansas,0.19,0.49,0.70,0.41
1979,California,0.20,0.49,0.70,0.46
1979,Colorado,0.19,0.49,0.70,0.41
1979,Connecticut,0.20,0.48,0.69,0.45
1979,Delaware,0.20,0.48,0.68,0.44
1979,District of Columbia,0.21,0.50,0.71,0.49
1979,Florida,0.21,0.50,0.71,0.48
1979,Georgia,0.18,0.48,0.69,0.40
1979,Hawaii,0.20,0.50,0.72,0.42
1979,Idaho,0.18,0.49,0.68,0.37
1979,Illinois,0.19,0.47,0.67,0.40
1979,Indiana,0.18,0.47,0.67,0.37
1979,Iowa,0.18,0.48,0.67,0.37
1979,Kansas,0.18,0.48,0.68,0.39
1979,Kentucky,0.18,0.47,0.67,0.38
1979,Louisiana,0.19,0.49,0.70,0.42
1979,Maine,0.18,0.46,0.66,0.37
1979,Maryland,0.19,0.48,0.69,0.41
1979,Massachusetts,0.19,0.48,0.68,0.40
1979,Michigan,0.18,0.46,0.66,0.37
1979,Minnesota,0.20,0.48,0.69,0.42
1979,Mississippi,0.19,0.48,0.69,0.40
1979,Missouri,0.19,0.47,0.68,0.40
1979,Montana,0.19,0.51,0.71,0.39
1979,Nebraska,0.19,0.50,0.70,0.40
1979,Nevada,0.20,0.49,0.69,0.50
1979,New Hampshire,0.18,0.46,0.66,0.38
1979,New Jersey,0.19,0.47,0.68,0.41
1979,New Mexico,0.20,0.51,0.72,0.43
1979,New York,0.20,0.48,0.68,0.45
1979,North Carolina,0.18,0.47,0.67,0.38
1979,North Dakota,0.18,0.51,0.71,0.38
1979,Ohio,0.17,0.45,0.63,0.36
1979,Oklahoma,0.19,0.49,0.69,0.43
1979,Oregon,0.19,0.48,0.68,0.39
1979,Pennsylvania,0.18,0.46,0.65,0.38
1979,Rhode Island,0.18,0.47,0.66,0.40
1979,South Carolina,0.17,0.46,0.66,0.36
1979,South Dakota,0.19,0.53,0.74,0.40
1979,Tennessee,0.19,0.48,0.69,0.40
1979,Texas,0.21,0.50,0.71,0.49
1979,Utah,0.18,0.47,0.67,0.38
1979,Vermont,0.17,0.46,0.65,0.35
1979,Virginia,0.18,0.47,0.68,0.39
1979,Washington,0.18,0.47,0.67,0.39
1979,West Virginia,0.17,0.45,0.64,0.35
1979,Wisconsin,0.18,0.46,0.66,0.37
1979,Wyoming,0.19,0.49,0.69,0.42
1980,United States,0.19,0.49,0.70,0.43
1980,Alabama,0.19,0.48,0.69,0.40
1980,Alaska,0.21,0.51,0.74,0.41
1980,Arizona,0.19,0.48,0.69,0.39
1980,Arkansas,0.18,0.49,0.69,0.39
1980,California,0.20,0.50,0.71,0.45
1980,Colorado,0.20,0.50,0.71,0.42
1980,Connecticut,0.22,0.50,0.71,0.49
1980,Delaware,0.20,0.49,0.69,0.45
1980,District of Columbia,0.21,0.50,0.70,0.50
1980,Florida,0.21,0.51,0.72,0.48
1980,Georgia,0.19,0.49,0.70,0.40
1980,Hawaii,0.20,0.49,0.71,0.42
1980,Idaho,0.18,0.48,0.68,0.37
1980,Illinois,0.19,0.48,0.68,0.41
1980,Indiana,0.18,0.47,0.68,0.37
1980,Iowa,0.18,0.48,0.69,0.38
1980,Kansas,0.20,0.49,0.70,0.43
1980,Kentucky,0.19,0.49,0.69,0.40
1980,Louisiana,0.20,0.51,0.71,0.45
1980,Maine,0.18,0.47,0.67,0.38
1980,Maryland,0.19,0.49,0.70,0.40
1980,Massachusetts,0.20,0.48,0.68,0.42
1980,Michigan,0.19,0.47,0.68,0.39
1980,Minnesota,0.20,0.49,0.69,0.42
1980,Mississippi,0.20,0.51,0.72,0.42
1980,Missouri,0.19,0.49,0.69,0.41
1980,Montana,0.18,0.50,0.70,0.38
1980,Nebraska,0.19,0.51,0.71,0.40
1980,Nevada,0.20,0.49,0.70,0.47
1980,New Hampshire,0.17,0.45,0.65,0.37
1980,New Jersey,0.19,0.48,0.69,0.42
1980,New Mexico,0.20,0.51,0.72,0.42
1980,New York,0.20,0.49,0.69,0.47
1980,North Carolina,0.18,0.48,0.68,0.39
1980,North Dakota,0.19,0.52,0.73,0.38
1980,Ohio,0.18,0.46,0.64,0.37
1980,Oklahoma,0.20,0.51,0.72,0.45
1980,Oregon,0.19,0.48,0.69,0.39
1980,Pennsylvania,0.18,0.46,0.66,0.39
1980,Rhode Island,0.20,0.48,0.68,0.43
1980,South Carolina,0.17,0.46,0.66,0.36
1980,South Dakota,0.19,0.55,0.76,0.40
1980,Tennessee,0.19,0.48,0.69,0.40
1980,Texas,0.21,0.51,0.72,0.49
1980,Utah,0.19,0.48,0.69,0.39
1980,Vermont,0.18,0.47,0.67,0.37
1980,Virginia,0.18,0.47,0.68,0.39
1980,Washington,0.19,0.47,0.68,0.39
1980,West Virginia,0.17,0.45,0.65,0.36
1980,Wisconsin,0.18,0.46,0.66,0.37
1980,Wyoming,0.20,0.50,0.70,0.42
1981,United States,0.19,0.49,0.70,0.42
1981,Alabama,0.18,0.48,0.69,0.38
1981,Alaska,0.18,0.47,0.70,0.35
1981,Arizona,0.19,0.49,0.70,0.39
1981,Arkansas,0.19,0.50,0.71,0.40
1981,California,0.20,0.50,0.71,0.44
1981,Colorado,0.19,0.49,0.71,0.41
1981,Connecticut,0.21,0.50,0.71,0.48
1981,Delaware,0.20,0.47,0.68,0.44
1981,District of Columbia,0.23,0.53,0.75,0.53
1981,Florida,0.21,0.51,0.72,0.48
1981,Georgia,0.19,0.50,0.71,0.40
1981,Hawaii,0.20,0.50,0.72,0.42
1981,Idaho,0.17,0.51,0.71,0.36
1981,Illinois,0.19,0.48,0.69,0.41
1981,Indiana,0.18,0.48,0.69,0.37
1981,Iowa,0.18,0.49,0.70,0.37
1981,Kansas,0.19,0.51,0.71,0.41
1981,Kentucky,0.19,0.48,0.69,0.40
1981,Louisiana,0.20,0.52,0.73,0.44
1981,Maine,0.18,0.46,0.66,0.37
